HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,year,Tot_Spndng,Tot_Dsg_Unts,Tot_Benes,Avg_Spndng_Per_Dsg_Unt,Avg_Spndng_Per_Clm,Avg_Spndng_Per_Bene,Tot_Clms,Outlier_Flag
J0121_2023,"Injection, omadacycline, 1 mg",Nuzyra,Omadacycline Tosylate,2023,2388812.48,665614.0,376.0,3.5888855703,445.00977645,6353.2246809,5368.0,0.0
J0122_2023,"Injection, eravacycline, 1 mg",Xerava,Eravacycline Di-Hydrochloride,2023,108176.55,99924.0,46.0,1.0825882671,163.65590015,2351.6641304,661.0,0.0
J0129_2023,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Orencia*,Abatacept*,2023,902527109.82,21382189.0,32541.0,42.209294372,3181.8560674,27735.076052,283648.0,0.0
J0131_2023,"Injection, acetaminophen, not otherwise specified,10 mg",Acetaminophen (J0131),Acetaminophen,2023,11298.71,91575.0,905.0,0.1233820366,7.1920496499,12.484762431,1571.0,0.0
J0132_2023,"Injection, acetylcysteine, 100 mg",Acetadote*,Acetylcysteine*,2023,395.68,525.0,92.0,0.7536761905,1.3981625442,4.3008695652,283.0,0.0
J0133_2023,"Injection, acyclovir, 5 mg",Acyclovir Sodium,Acyclovir Sodium,2023,29564.59,637958.0,148.0,0.0463425335,68.915128205,199.76074324,429.0,0.0
J0134_2023,"Injection, acetaminophen (fresenius kabi) not therapeutically equivalent to j0131, 10 mg",Acetaminophen (J0134),Acetaminophen,2023,538.77,5500.0,\N,0.0979581818,9.7958181818,\N,55.0,0.0
J0153_2023,"Injection, adenosine, 1 mg (not to be used to report any adenosine phosphate compounds)",Adenocard*,Adenosine*,2023,549907.56,1043138.2,22231.0,0.5271665442,24.563700362,24.736069453,22387.0,0.0
J0171_2023,"Injection, adrenalin, epinephrine, 0.1 mg",Adrenalin*,Epinephrine*,2023,10136.74,6840.5,2184.0,1.4818712082,3.9168238022,4.6413644689,2588.0,0.0
J0172_2023,"Injection, aducanumab-avwa, 2 mg",Aduhelm,Aducanumab-Avwa,2023,71670.29,28651.0,36.0,2.5014934906,645.67828829,1990.8413889,111.0,0.0
J0174_2023,"Injection, lecanemab-irmb, 1 mg",Leqembi,Lecanemab-Irmb,2023,4243344.28,3237132.0,961.0,1.3108344918,1019.789541,4415.5507596,4161.0,0.0
J0178_2023,"Injection, aflibercept, 1 mg",Eylea,Aflibercept,2023,3148337300.8,3626517.1,339144.0,868.14351456,2016.6085283,9283.18738,1561204.0,0.0
J0179_2023,"Injection, brolucizumab-dbll, 1 mg",Beovu,Brolucizumab-Dbll,2023,21308127.79,68805.0,2728.0,309.6886533,2051.2252397,7810.8972837,10388.0,0.0
J0180_2023,"Injection, agalsidase beta, 1 mg",Fabrazyme,Agalsidase Beta,2023,66506215.06,321886.0,217.0,206.61418968,18351.604597,306480.25373,3624.0,0.0
J0185_2023,"Injection, aprepitant, 1 mg",Cinvanti,Aprepitant,2023,40374151.11,23449399.0,38524.0,1.7217563277,236.56821575,1048.0259347,170666.0,0.0
J0202_2023,"Injection, alemtuzumab, 1 mg",Lemtrada,Alemtuzumab,2023,3660334.93,2107.0,44.0,1737.2258804,23166.676772,83189.430227,158.0,1.0
J0219_2023,"Injection, avalglucosidase alfa-ngpt, 4 mg",Nexviazyme,Avalglucosidase Alfa-Ngpt,2023,67248349.21,925735.0,112.0,72.643196174,34345.428606,600431.68937,1958.0,0.0
J0221_2023,"Injection, alglucosidase alfa, (lumizyme), 10 mg",Lumizyme,Alglucosidase Alfa,2023,25682600.59,136427.0,49.0,188.25159675,37060.029711,524134.70592,693.0,0.0
J0222_2023,"Injection, patisiran, 0.1 mg",Onpattro,"Patisiran Sodium,lipid Complex",2023,37700003.09,381507.0,174.0,98.818640523,25857.34094,216666.68443,1458.0,0.0
J0223_2023,"Injection, givosiran, 0.5 mg",Givlaari,Givosiran Sodium,2023,16461148.64,151627.0,43.0,108.56343949,43896.396373,382817.41023,375.0,0.0
J0224_2023,"Injection, lumasiran, 0.5 mg",Oxlumo,Lumasiran Sodium,2023,3511437.79,11340.0,\N,309.65059877,135055.29962,\N,26.0,0.0
J0225_2023,"Injection, vutrisiran, 1 mg",Amvuttra,Vutrisiran Sodium,2023,167422646.98,35218.0,478.0,4753.8942297,73014.673781,350256.58364,2293.0,0.0
J0248_2023,"Injection, remdesivir, 1 mg",Veklury,Remdesivir,2023,22660479.94,4004095.0,11848.0,5.6593262497,961.57514809,1912.5995898,23566.0,0.0
J0256_2023,"Injection, alpha 1 proteinase inhibitor (human), not otherwise specified, 10 mg",Aralast NP*,Alpha-1-Proteinase Inhibitor*,2023,126250917.46,27109722.4,1423.0,4.6570346829,3197.8449205,88721.656683,39480.0,0.0
J0257_2023,"Injection, alpha 1 proteinase inhibitor (human), (glassia), 10 mg",Glassia,Alpha-1-Proteinase Inhibitor,2023,18951236.76,3674538.0,222.0,5.1574474832,3013.3943012,85365.931351,6289.0,0.0
J0278_2023,"Injection, amikacin sulfate, 100 mg",Amikacin Sulfate,Amikacin Sulfate,2023,30156.05,33675.0,1724.0,0.8955025984,6.4768148625,17.491908353,4656.0,0.0
J0280_2023,"Injection, aminophyllin, up to 250 mg",Aminophylline,Aminophylline,2023,380816.56,45971.1,41291.0,8.2838252728,9.1522641736,9.2227497518,41609.0,0.0
J0285_2023,"Injection, amphotericin b, 50 mg",Amphotericin B,Amphotericin B,2023,7018.18,193.0,42.0,36.363626943,97.474722222,167.09952381,72.0,0.0
J0289_2023,"Injection, amphotericin b liposome, 10 mg",AmbIsome*,Amphotericin B Liposome*,2023,1748170.43,66606.0,195.0,26.246440711,1526.7864017,8964.9765641,1145.0,0.0
J0290_2023,"Injection, ampicillin sodium, 500 mg",Ampicillin Sodium (J0290),Ampicillin Sodium,2023,9233.83,10957.0,514.0,0.8427334124,8.6136473881,17.964649805,1072.0,0.0
J0291_2023,"Injection, plazomicin, 5 mg",Zemdri,Plazomicin Sulfate,2023,128522.91,38221.0,24.0,3.36262552,620.88362319,5355.12125,207.0,0.0
J0295_2023,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm",Ampicillin-Sulbactam*,Ampicillin Sod/Sulbactam Sod*,2023,12854.87,5893.0,570.0,2.1813796029,10.137910095,22.552403509,1268.0,0.0
J0348_2023,"Injection, anidulafungin, 1 mg",Eraxis*,Anidulafungin*,2023,7546.99,16292.0,16.0,0.463232875,49.65125,471.686875,152.0,0.0
J0360_2023,"Injection, hydralazine hcl, up to 20 mg",Hydralazine HCL,Hydralazine HCL,2023,8099.97,940.0,773.0,8.6169893617,9.2465410959,10.478615783,876.0,1.0
J0401_2023,"Injection, aripiprazole, extended release, 1 mg",Abilify Maintena,Aripiprazole,2023,5387732.71,912936.0,652.0,5.9015448071,1603.491878,8263.393727,3360.0,0.0
J0456_2023,"Injection, azithromycin, 500 mg",Azithromycin*,Azithromycin*,2023,2975.22,973.0,468.0,3.0577800617,3.2060560345,6.3573076923,928.0,0.0
J0457_2023,"Injection, aztreonam, 100 mg",Aztreonam,Aztreonam,2023,13640.46,4404.0,20.0,3.0972888283,140.62329897,682.023,97.0,0.0
J0461_2023,"Injection, atropine sulfate, 0.01 mg",Atropine Sulfate*,Atropine Sulfate*,2023,189665.18,2250292.0,9280.0,0.0842846973,3.7390868408,20.43805819,50725.0,0.0
J0475_2023,"Injection, baclofen, 10 mg",Baclofen (J0475)*,Baclofen*,2023,19433551.34,109556.8,7078.0,177.38334216,885.59749089,2745.6274852,21944.0,0.0
J0476_2023,"Injection, baclofen, 50 mcg for intrathecal trial",Baclofen (J0476)*,Baclofen*,2023,2915.32,62.0,27.0,47.021290323,62.028085106,107.97481481,47.0,1.0
J0480_2023,"Injection, basiliximab, 20 mg",Simulect,Basiliximab,2023,2033680.63,478.0,230.0,4254.5619874,4317.7932696,8842.0896957,471.0,0.0
J0485_2023,"Injection, belatacept, 1 mg",Nulojix,Belatacept,2023,107204978.29,28826521.5,6030.0,3.718970334,1988.886837,17778.603365,53902.0,0.0
J0490_2023,"Injection, belimumab, 10 mg",Benlysta,Belimumab,2023,117883241.74,2378024.2,3631.0,49.571926871,3968.0638798,32465.778502,29708.0,0.0
J0491_2023,"Injection, anifrolumab-fnia, 1 mg",Saphnelo,Anifrolumab-Fnia,2023,39863662.59,2497996.0,1372.0,15.958257175,4693.1554733,29055.14766,8494.0,0.0
J0500_2023,"Injection, dicyclomine hcl, up to 20 mg",Bentyl*,Dicyclomine HCL*,2023,15548.76,668.0,157.0,23.276586826,40.177674419,99.036687898,387.0,0.0
J0515_2023,"Injection, benztropine mesylate, per 1 mg",Benztropine Mesylate*,Benztropine Mesylate*,2023,1834.35,108.0,12.0,16.984722222,28.66171875,152.8625,64.0,0.0
J0517_2023,"Injection, benralizumab, 1 mg",Fasenra*,Benralizumab*,2023,231829728.79,1404656.0,9599.0,165.04377498,4821.7497668,24151.445858,48080.0,0.0
J0558_2023,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",Bicillin C-R,Pen G Benz/Pen G Procaine,2023,64313.88,4574.0,264.0,14.060752077,188.0522807,243.61318182,342.0,0.0
J0561_2023,"Injection, penicillin g benzathine, 100,000 units",Bicillin L-A,Penicillin G Benzathine,2023,2498017.06,137163.0,5040.0,18.212032837,327.78074531,495.63830556,7621.0,0.0
J0565_2023,"Injection, bezlotoxumab, 10 mg",Zinplava,Bezlotoxumab,2023,6788169.76,173341.0,1761.0,39.160785734,3781.7101727,3854.724452,1795.0,0.0
J0583_2023,"Injection, bivalirudin, 1 mg",Angiomax*,Bivalirudin*,2023,3810.08,17550.0,48.0,0.2170985755,56.866865672,79.376666667,67.0,0.0
J0584_2023,"Injection, burosumab-twza 1 mg",Crysvita,Burosumab-Twza,2023,22460838.13,55216.0,85.0,406.78133385,28467.47545,264245.15447,789.0,0.0
J0585_2023,"Injection, onabotulinumtoxina, 1 unit",Botox*,Onabotulinumtoxina*,2023,444518571.28,71757807.9,156945.0,6.1947066708,1171.0183648,2832.3206937,379600.0,0.0
J0586_2023,"Injection, abobotulinumtoxina, 5 units",Dysport,Abobotulinumtoxina,2023,12370683.52,1535448.5,3535.0,8.0567231789,1414.1156287,3499.4861443,8748.0,0.0
J0587_2023,"Injection, rimabotulinumtoxinb, 100 units",Myobloc,Rimabotulinumtoxinb,2023,7453598.25,598000.2,3727.0,12.464206952,845.27083806,1999.8922055,8818.0,0.0
J0588_2023,"Injection, incobotulinumtoxin a, 1 unit",Xeomin,Incobotulinumtoxina,2023,25678441.46,5067665.3,10898.0,5.0671147244,972.44722639,2356.2526574,26406.0,0.0
J0592_2023,"Injection, buprenorphine hydrochloride, 0.1 mg",Buprenex*,Buprenorphine HCL*,2023,863.2,217.0,160.0,3.9778801843,4.4494845361,5.395,194.0,0.0
J0594_2023,"Injection, busulfan, 1 mg",Busulfan*,Busulfan*,2023,66007.83,49859.0,118.0,1.3238899697,203.10101538,559.38838983,325.0,0.0
J0595_2023,"Injection, butorphanol tartrate, 1 mg",Butorphanol Tartrate,Butorphanol Tartrate,2023,2220.12,652.0,152.0,3.4050920245,6.2362921348,14.606052632,356.0,0.0
J0596_2023,"Injection, c1 esterase inhibitor (recombinant), ruconest, 10 units",Ruconest,"C1 Esterase Inhibitor, Recomb",2023,262371.55,8481.0,\N,30.936393114,2623.7155,\N,100.0,0.0
J0597_2023,"Injection, c-1 esterase inhibitor (human), berinert, 10 units",Berinert,C1 Esterase Inhibitor,2023,1342420.34,21767.0,53.0,61.672271788,9588.7167143,25328.68566,140.0,0.0
J0598_2023,"Injection, c-1 esterase inhibitor (human), cinryze, 10 units",Cinryze,C1 Esterase Inhibitor,2023,1353393.23,22650.0,\N,59.752460486,8903.9028289,\N,152.0,0.0
J0612_2023,"Injection, calcium gluconate (fresenius kabi), per 10 mg",Calcium Gluconate*,Calcium Gluconate*,2023,18422.66,363729.5,1570.0,0.0506493424,3.3128322244,11.734178344,5561.0,0.0
J0613_2023,"Injection, calcium gluconate (wg critical care), per 10 mg",Calcium Gluconate-NaCl,"Calcium Gluc In NaCl, Iso-Osm",2023,666.51,4167.0,59.0,0.159949604,3.0434246575,11.296779661,219.0,0.0
J0630_2023,"Injection, calcitonin salmon, up to 400 units",Calcitonin-Salmon*,"Calcitonin,salmon,synthetic*",2023,1980209.51,88093.0,66.0,22.478624976,8017.0425506,30003.174394,247.0,0.0
J0637_2023,"Injection, caspofungin acetate, 5 mg",Cancidas*,Caspofungin Acetate*,2023,45044.31,5948.0,31.0,7.5730178211,102.84089041,1453.0422581,438.0,1.0
J0638_2023,"Injection, canakinumab, 1 mg",Ilaris,Canakinumab/PF,2023,12350189.22,110135.0,95.0,112.13682499,22252.593189,130001.99179,555.0,0.0
J0640_2023,"Injection, leucovorin calcium, per 50 mg",Leucovorin Calcium,Leucovorin Calcium,2023,5172318.0,1307578.9,13999.0,3.9556450475,51.189275853,369.47767698,101043.0,0.0
J0642_2023,"Injection, levoleucovorin (khapzory), 0.5 mg",Khapzory,Levoleucovorin,2023,1105730.74,816497.0,138.0,1.3542373579,1031.4652425,8012.5415942,1072.0,0.0
J0665_2023,"Injection, bupivicaine, not otherwise specified, 0.5 mg",Bupivacaine HCL*,Bupivacaine HCL*,2023,8278.98,459592.1,14807.0,0.0180137561,0.4222892119,0.559126089,19605.0,0.0
J0670_2023,"Injection, mepivacaine hydrochloride, per 10 ml",Polocaine*,Mepivacaine HCL*,2023,18813.49,6540.0,1196.0,2.8766804281,9.3879690619,15.730342809,2004.0,0.0
J0689_2023,"Injection, cefazolin sodium (baxter), not therapeutically equivalent to j0690, 500 mg",Cefazolin Sodium-Dextrose,"Cefazolin Sodium/Dextrose,Iso",2023,160.65,147.0,45.0,1.0928571429,3.0894230769,3.57,52.0,0.0
J0690_2023,"Injection, cefazolin sodium, 500 mg",Cefazolin Sodium*,Cefazolin Sodium*,2023,94744.6,118000.4,16174.0,0.8029176172,4.0224420481,5.85783356,23554.0,0.0
J0692_2023,"Injection, cefepime hydrochloride, 500 mg",Cefepime*,Cefepime In Iso-Osm Dextrose*,2023,205664.57,157385.0,2469.0,1.3067609366,9.9842016603,83.29873228,20599.0,0.0
J0694_2023,"Injection, cefoxitin sodium, 1 gm",Cefoxitin*,Cefoxitin Sodium*,2023,8767.49,1736.0,518.0,5.0503974654,9.4886255411,16.925656371,924.0,0.0
J0695_2023,"Injection, ceftolozane 50 mg and tazobactam 25 mg",Zerbaxa,Ceftolozane/Tazobactam,2023,213774.15,29415.5,121.0,7.2673981404,415.90301556,1766.7285124,514.0,0.0
J0696_2023,"Injection, ceftriaxone sodium, per 250 mg",Ceftriaxone*,Ceftriaxone In Is-Osm Dextrose*,2023,1249318.43,2410783.4,386775.0,0.518220936,2.0720615489,3.2300909573,602935.0,0.0
J0697_2023,"Injection, sterile cefuroxime sodium, per 750 mg",Cefuroxime Sodium*,Cefuroxime Sodium*,2023,746.54,361.0,209.0,2.0679778393,2.2970461538,3.5719617225,325.0,0.0
J0699_2023,"Injection, cefiderocol, 10 mg",Fetroja,Cefiderocol Sulfate Tosylate,2023,76801.5,35985.0,28.0,2.1342642768,711.125,2742.9107143,108.0,0.0
J0702_2023,"Injection, betamethasone acetate 3 mg and betamethasone sodium phosphate 3 mg",Betamethasone Sod Phos-Acetate*,"Betamethasone Acetate,sod Phos*",2023,14641730.14,2233488.5,609489.0,6.5555431066,16.237953439,24.022960447,901698.0,0.0
J0703_2023,"Injection, cefepime hydrochloride (b braun), not therapeutically equivalent to maxipime, 500 mg",Cefepime-Dextrose,Cefepime HCL In Dextrose 5 %,2023,524.14,118.0,\N,4.4418644068,22.788695652,\N,23.0,1.0
J0712_2023,"Injection, ceftaroline fosamil, 10 mg",Teflaro,Ceftaroline Fosamil Acetate,2023,332768.91,88839.0,118.0,3.7457525411,594.23019643,2820.0755085,560.0,0.0
J0713_2023,"Injection, ceftazidime, per 500 mg",Ceftazidime*,Ceftazidime*,2023,57629.87,30395.0,2783.0,1.8960312551,10.022586087,20.707822494,5750.0,0.0
J0714_2023,"Injection, ceftazidime and avibactam, 0.5 g/0.125 g",Avycaz,Ceftazidime/Avibactam,2023,255003.56,2837.0,80.0,89.88493479,775.08680851,3187.5445,329.0,0.0
J0717_2023,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Cimzia,Certolizumab Pegol,2023,401173238.97,81652709.0,24332.0,4.9131650852,1924.313777,16487.474888,208476.0,0.0
J0725_2023,"Injection, chorionic gonadotropin, per 1,000 usp units",Chorionic Gonadotropin*,"Chorionic Gonadotropin, Human*",2023,327448.16,14899.5,272.0,21.977124065,55.190992752,1203.8535294,5933.0,0.0
J0735_2023,"Injection, clonidine hydrochloride, 1 mg",Clonidine HCL*,Clonidine HCL/PF*,2023,145885.15,7482.0,1228.0,19.498148891,57.959932459,118.79898208,2517.0,0.0
J0736_2023,"Injection, clindamycin phosphate, 300 mg",Cleocin Phosphate*,Clindamycin Phosphate*,2023,980.7,474.0,241.0,2.0689873418,3.6055147059,4.0692946058,272.0,0.0
J0737_2023,"Injection, clindamycin phosphate (baxter), not therapeutically equivalent to j0736, 300 mg",Clindamycin Phosphate-D5W*,Clindamycin Phosphate/D5W*,2023,68.67,25.0,12.0,2.7468,5.7225,5.7225,12.0,1.0
J0740_2023,"Injection, cidofovir, 375 mg",Cidofovir,Cidofovir,2023,800846.19,1408.0,304.0,568.7828054,685.65598459,2634.3624671,1168.0,0.0
J0741_2023,"Injection, cabotegravir and rilpivirine, 2mg/3mg",Cabenuva,Cabotegravir/Rilpivirine,2023,9546722.4,471691.0,589.0,20.239356697,4636.5820301,16208.357216,2059.0,0.0
J0743_2023,"Injection, cilastatin sodium; imipenem, per 250 mg",Imipenem-Cilastatin Sodium*,Imipenem/Cilastatin Sodium*,2023,69803.3,9347.0,67.0,7.4679897293,53.819043948,1041.8402985,1297.0,0.0
J0744_2023,"Injection, ciprofloxacin for intravenous infusion, 200 mg",Cipro I.V.*,Ciprofloxacin In 5 % Dextrose*,2023,2431.41,1418.0,600.0,1.7146755994,3.4784120172,4.05235,699.0,0.0
J0770_2023,"Injection, colistimethate sodium, up to 150 mg",Colistimethate*,Colistin (Colistimethate Na)*,2023,663.97,34.0,\N,19.528529412,44.264666667,\N,15.0,1.0
J0775_2023,"Injection, collagenase, clostridium histolyticum, 0.01 mg",Xiaflex,Collagenase Clostridium Hist.,2023,75176038.76,1192142.0,7193.0,63.059634473,6045.0336732,10451.277459,12436.0,0.0
J0780_2023,"Injection, prochlorperazine, up to 10 mg",Prochlorperazine Edisylate,Prochlorperazine Edisylate,2023,11210.5,3834.0,1946.0,2.9239697444,2.954797048,5.7607913669,3794.0,0.0
J0791_2023,"Injection, crizanlizumab-tmca, 5 mg",Adakveo,Crizanlizumab-Tmca,2023,29665792.08,242755.0,503.0,122.20465935,9641.1413975,58977.717853,3077.0,0.0
J0834_2023,"Injection, cosyntropin, 0.25 mg",Cortrosyn*,Cosyntropin*,2023,83872.86,3120.0,2899.0,26.882326923,27.012193237,28.931652294,3105.0,0.0
J0840_2023,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",Crofab,"Antivenin,crotalidae Fab(Ovin)",2023,591923.65,291.0,47.0,2034.10189,11838.473,12594.120213,50.0,0.0
J0841_2023,"Injection, crotalidae immune f(ab')2 (equine), 120 mg",Anavip,"Antivenin,crotalidae (Equine)",2023,326492.24,425.0,38.0,768.21703529,8371.5958974,8591.9010526,39.0,0.0
J0850_2023,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",Cytogam,Cytomegalovirus Immune Globuln,2023,1976521.66,1135.0,84.0,1741.4287753,6235.0841009,23530.019762,317.0,0.0
J0875_2023,"Injection, dalbavancin, 5 mg",Dalvance,Dalbavancin HCL,2023,54207841.22,3675715.0,7631.0,14.747563731,3632.9898278,7103.6353322,14921.0,0.0
J0877_2023,"Injection, daptomycin (hospira), not therapeutically equivalent to j0878, 1 mg",Daptomycin,Daptomycin,2023,107.03,1560.0,\N,0.0686089744,8.9191666667,\N,12.0,1.0
J0878_2023,"Injection, daptomycin, 1 mg",Cubicin*,Daptomycin*,2023,2291986.43,44333999.7,4019.0,0.051698165,34.510071972,570.28774073,66415.0,0.0
J0881_2023,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",Aranesp (J0881),Darbepoetin Alfa In Polysorbat,2023,156967093.16,52909835.0,38671.0,2.966690279,714.38301305,4059.0388963,219724.0,0.0
J0882_2023,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",Aranesp (J0882),Darbepoetin Alfa In Polysorbat,2023,131789.14,44619.0,171.0,2.9536551693,343.20088542,770.69672515,384.0,0.0
J0885_2023,"Injection, epoetin alfa, (for non-esrd use), 1000 units",Epogen (J0885)*,Epoetin Alfa*,2023,56122990.17,7633606.5,29127.0,7.3520936886,276.10070433,1926.8373046,203270.0,0.0
J0887_2023,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",Mircera (J0887),Methoxy Peg-Epoetin Beta,2023,5116.23,3169.0,18.0,1.6144619754,138.27648649,284.235,37.0,0.0
J0888_2023,"Injection, epoetin beta, 1 microgram, (for non esrd use)",Mircera (J0888),Methoxy Peg-Epoetin Beta,2023,14120.82,8689.0,29.0,1.6251375302,108.62169231,486.92482759,130.0,0.0
J0893_2023,"Injection, decitabine (sun pharma) not therapeutically equivalent to j0894, 1 mg",Decitabine,Decitabine,2023,6396.36,3726.0,21.0,1.7166827697,85.2848,304.58857143,75.0,0.0
J0894_2023,"Injection, decitabine, 1 mg",Dacogen*,Decitabine*,2023,2364632.5,1392367.0,1443.0,1.698282493,83.488066236,1638.6919612,28323.0,0.0
J0895_2023,"Injection, deferoxamine mesylate, 500 mg",Deferoxamine Mesylate*,Deferoxamine Mesylate*,2023,399679.94,47805.0,192.0,8.360630478,116.7630558,2081.6663542,3423.0,0.0
J0896_2023,"Injection, luspatercept-aamt, 0.25 mg",Reblozyl,Luspatercept-Aamt,2023,451098388.41,11855983.0,4090.0,38.04816424,15734.709561,110293.0045,28669.0,0.0
J0897_2023,"Injection, denosumab, 1 mg",Prolia*,Denosumab*,2023,2190209345.5,94727783.6,680070.0,23.121087207,1669.9651137,3220.5645677,1311530.0,0.0
J1000_2023,"Injection, depo-estradiol cypionate, up to 5 mg",Depo-Estradiol,Estradiol Cypionate,2023,104164.42,3974.0,826.0,26.211479618,26.244499874,126.107046,3969.0,0.0
J1020_2023,"Injection, methylprednisolone acetate, 20 mg",Depo-Medrol (J1020)*,MethylprednIsolone Acetate*,2023,957975.49,169844.5,61574.0,5.6403091651,8.820324924,15.5581169,108610.0,0.0
J1030_2023,"Injection, methylprednisolone acetate, 40 mg",Depo-Medrol (J1030)*,MethylprednIsolone Acetate*,2023,11371773.76,1504518.0,697932.0,7.558416556,11.06759206,16.293526819,1027484.0,0.0
J1040_2023,"Injection, methylprednisolone acetate, 80 mg",Depo-Medrol (J1040)*,MethylprednIsolone Acetate*,2023,9720870.9499,832089.6,470477.0,11.682481009,13.895077195,20.661734686,699591.0,0.0
J1071_2023,"Injection, testosterone cypionate, 1 mg",Depo-Testosterone*,Testosterone Cypionate*,2023,1666389.05,58252114.4,35115.0,0.028606499,4.9389709718,47.455191514,337396.0,0.0
J1100_2023,"Injection, dexamethasone sodium phosphate, 1 mg",Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosp/PF*,2023,2061324.28,16755969.6,1013033.0,0.1230202924,1.0111311311,2.0348046707,2038632.0,0.0
J1110_2023,"Injection, dihydroergotamine mesylate, per 1 mg",D.H.E.45*,Dihydroergotamine Mesylate*,2023,15389.53,343.0,142.0,44.867434402,53.067344828,108.37697183,290.0,0.0
J1120_2023,"Injection, acetazolamide sodium, up to 500 mg",Acetazolamide Sodium,Acetazolamide Sodium,2023,986.3,45.0,26.0,21.917777778,35.225,37.934615385,28.0,1.0
J1160_2023,"Injection, digoxin, up to 0.5 mg",Digoxin*,Digoxin*,2023,235.86,29.0,22.0,8.1331034483,10.720909091,10.720909091,22.0,1.0
J1162_2023,"Injection, digoxin immune fab (ovine), per vial",Digifab,Digoxin Immune Fab,2023,379033.43,84.0,30.0,4512.3027381,12634.447667,12634.447667,30.0,0.0
J1165_2023,"Injection, phenytoin sodium, per 50 mg",Phenytoin Sodium,Phenytoin Sodium,2023,47.35,63.0,\N,0.7515873016,4.3045454545,\N,11.0,1.0
J1170_2023,"Injection, hydromorphone, up to 4 mg",Dilaudid*,Hydromorphone HCL/PF*,2023,1098676.3,301856.5,3266.0,3.639730468,92.73877775,336.39813227,11847.0,0.0
J1190_2023,"Injection, dexrazoxane hydrochloride, per 250 mg",Dexrazoxane*,Dexrazoxane HCL*,2023,802709.84,6200.0,446.0,129.46932903,593.72029586,1799.7978475,1352.0,0.0
J1200_2023,"Injection, diphenhydramine hcl, up to 50 mg",Diphenhydramine HCL,Diphenhydramine HCL,2023,511395.02,482170.7,96672.0,1.0606099043,1.0874544302,5.2900014482,470268.0,0.0
J1201_2023,"Injection, cetirizine hydrochloride, 0.5 mg",Quzyttir,Cetirizine HCL,2023,547954.93,36888.0,574.0,14.854557851,301.07413736,954.62531359,1820.0,0.0
J1205_2023,"Injection, chlorothiazide sodium, per 500 mg",Chlorothiazide Sodium*,Chlorothiazide Sodium*,2023,14858.64,254.0,123.0,58.498582677,61.146666667,120.80195122,243.0,0.0
J1212_2023,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",Rimso-50,Dimethyl Sulfoxide,2023,3361203.91,5416.0,730.0,620.60633493,620.72094367,4604.3889178,5415.0,0.0
J1230_2023,"Injection, methadone hcl, up to 10 mg",Methadone HCL,Methadone HCL,2023,1095.52,66.0,28.0,16.598787879,16.598787879,39.125714286,66.0,0.0
J1240_2023,"Injection, dimenhydrinate, up to 50 mg",Dimenhydrinate,Dimenhydrinate,2023,4843.73,608.0,224.0,7.9666611842,9.1911385199,21.623794643,527.0,0.0
J1245_2023,"Injection, dipyridamole, per 10 mg",Dipyridamole,Dipyridamole,2023,325647.11,90456.4,18498.0,3.6000449941,17.482531272,17.60444967,18627.0,0.0
J1250_2023,"Injection, dobutamine hydrochloride, per 250 mg",Dobutamine HCL*,Dobutamine HCL*,2023,579362.51,71967.0,4907.0,8.0503912905,63.505700976,118.06857754,9123.0,0.0
J1265_2023,"Injection, dopamine hcl, 40 mg",Dopamine HCL*,Dopamine HCL*,2023,24740.77,37739.0,34.0,0.6555756644,44.820235507,727.66970588,552.0,0.0
J1270_2023,"Injection, doxercalciferol, 1 mcg",Doxercalciferol*,Doxercalciferol*,2023,8.32,30.0,\N,0.2773333333,0.3466666667,\N,24.0,1.0
J1290_2023,"Injection, ecallantide, 1 mg",Kalbitor,Ecallantide,2023,452869.27,880.0,\N,514.62417045,23835.224737,\N,19.0,1.0
J1300_2023,"Injection, eculizumab, 10 mg",Soliris,Eculizumab,2023,416257912.09,1894083.0,1106.0,219.76751393,27732.039446,376363.39249,15010.0,0.0
J1301_2023,"Injection, edaravone, 1 mg",Radicava,Edaravone,2023,5984589.24,284154.0,74.0,21.061076881,1494.2794607,80872.827568,4005.0,0.0
J1302_2023,"Injection, sutimlimab-jome, 10 mg",Enjaymo,Sutimlimab-Jome,2023,23534879.71,1380755.0,147.0,17.044935351,12888.762163,160101.22252,1826.0,0.0
J1303_2023,"Injection, ravulizumab-cwvz, 10 mg",Ultomiris,Ravulizumab-Cwvz,2023,471519421.91,2178325.0,1433.0,216.45962926,56802.725203,329043.5603,8301.0,0.0
